public,django_migrations,django_migrations_pkey,,CREATE UNIQUE INDEX django_migrations_pkey ON public.django_migrations USING btree (id)
public,django_content_type,django_content_type_pkey,,CREATE UNIQUE INDEX django_content_type_pkey ON public.django_content_type USING btree (id)
public,django_content_type,django_content_type_app_label_model_76bd3d3b_uniq,,"CREATE UNIQUE INDEX django_content_type_app_label_model_76bd3d3b_uniq ON public.django_content_type USING btree (app_label, model)"
public,auth_permission,auth_permission_pkey,,CREATE UNIQUE INDEX auth_permission_pkey ON public.auth_permission USING btree (id)
public,auth_group,auth_group_pkey,,CREATE UNIQUE INDEX auth_group_pkey ON public.auth_group USING btree (id)
public,auth_group_permissions,auth_group_permissions_pkey,,CREATE UNIQUE INDEX auth_group_permissions_pkey ON public.auth_group_permissions USING btree (id)
public,auth_user,auth_user_pkey,,CREATE UNIQUE INDEX auth_user_pkey ON public.auth_user USING btree (id)
public,auth_user_groups,auth_user_groups_pkey,,CREATE UNIQUE INDEX auth_user_groups_pkey ON public.auth_user_groups USING btree (id)
public,auth_user_user_permissions,auth_user_user_permissions_pkey,,CREATE UNIQUE INDEX auth_user_user_permissions_pkey ON public.auth_user_user_permissions USING btree (id)
public,auth_permission,auth_permission_content_type_id_codename_01ab375a_uniq,,"CREATE UNIQUE INDEX auth_permission_content_type_id_codename_01ab375a_uniq ON public.auth_permission USING btree (content_type_id, codename)"
public,auth_permission,auth_permission_content_type_id_2f476e4b,,CREATE INDEX auth_permission_content_type_id_2f476e4b ON public.auth_permission USING btree (content_type_id)
public,auth_group_permissions,auth_group_permissions_group_id_permission_id_0cd325b0_uniq,,"CREATE UNIQUE INDEX auth_group_permissions_group_id_permission_id_0cd325b0_uniq ON public.auth_group_permissions USING btree (group_id, permission_id)"
public,auth_group_permissions,auth_group_permissions_group_id_b120cbf9,,CREATE INDEX auth_group_permissions_group_id_b120cbf9 ON public.auth_group_permissions USING btree (group_id)
public,auth_group_permissions,auth_group_permissions_permission_id_84c5c92e,,CREATE INDEX auth_group_permissions_permission_id_84c5c92e ON public.auth_group_permissions USING btree (permission_id)
public,auth_user_groups,auth_user_groups_user_id_group_id_94350c0c_uniq,,"CREATE UNIQUE INDEX auth_user_groups_user_id_group_id_94350c0c_uniq ON public.auth_user_groups USING btree (user_id, group_id)"
public,auth_user_groups,auth_user_groups_user_id_6a12ed8b,,CREATE INDEX auth_user_groups_user_id_6a12ed8b ON public.auth_user_groups USING btree (user_id)
public,auth_user_groups,auth_user_groups_group_id_97559544,,CREATE INDEX auth_user_groups_group_id_97559544 ON public.auth_user_groups USING btree (group_id)
public,auth_user_user_permissions,auth_user_user_permissions_user_id_permission_id_14a6b632_uniq,,"CREATE UNIQUE INDEX auth_user_user_permissions_user_id_permission_id_14a6b632_uniq ON public.auth_user_user_permissions USING btree (user_id, permission_id)"
public,auth_user_user_permissions,auth_user_user_permissions_user_id_a95ead1b,,CREATE INDEX auth_user_user_permissions_user_id_a95ead1b ON public.auth_user_user_permissions USING btree (user_id)
public,auth_user_user_permissions,auth_user_user_permissions_permission_id_1fbb5f2c,,CREATE INDEX auth_user_user_permissions_permission_id_1fbb5f2c ON public.auth_user_user_permissions USING btree (permission_id)
public,django_admin_log,django_admin_log_pkey,,CREATE UNIQUE INDEX django_admin_log_pkey ON public.django_admin_log USING btree (id)
public,django_admin_log,django_admin_log_content_type_id_c4bce8eb,,CREATE INDEX django_admin_log_content_type_id_c4bce8eb ON public.django_admin_log USING btree (content_type_id)
public,django_admin_log,django_admin_log_user_id_c564eba6,,CREATE INDEX django_admin_log_user_id_c564eba6 ON public.django_admin_log USING btree (user_id)
pg_catalog,pg_aggregate,pg_aggregate_fnoid_index,,CREATE UNIQUE INDEX pg_aggregate_fnoid_index ON pg_catalog.pg_aggregate USING btree (aggfnoid)
pg_catalog,pg_am,pg_am_name_index,,CREATE UNIQUE INDEX pg_am_name_index ON pg_catalog.pg_am USING btree (amname)
pg_catalog,pg_am,pg_am_oid_index,,CREATE UNIQUE INDEX pg_am_oid_index ON pg_catalog.pg_am USING btree (oid)
pg_catalog,pg_amop,pg_amop_fam_strat_index,,"CREATE UNIQUE INDEX pg_amop_fam_strat_index ON pg_catalog.pg_amop USING btree (amopfamily, amoplefttype, amoprighttype, amopstrategy)"
pg_catalog,pg_amop,pg_amop_opr_fam_index,,"CREATE UNIQUE INDEX pg_amop_opr_fam_index ON pg_catalog.pg_amop USING btree (amopopr, amoppurpose, amopfamily)"
pg_catalog,pg_amop,pg_amop_oid_index,,CREATE UNIQUE INDEX pg_amop_oid_index ON pg_catalog.pg_amop USING btree (oid)
pg_catalog,pg_amproc,pg_amproc_fam_proc_index,,"CREATE UNIQUE INDEX pg_amproc_fam_proc_index ON pg_catalog.pg_amproc USING btree (amprocfamily, amproclefttype, amprocrighttype, amprocnum)"
pg_catalog,pg_amproc,pg_amproc_oid_index,,CREATE UNIQUE INDEX pg_amproc_oid_index ON pg_catalog.pg_amproc USING btree (oid)
pg_catalog,pg_attrdef,pg_attrdef_adrelid_adnum_index,,"CREATE UNIQUE INDEX pg_attrdef_adrelid_adnum_index ON pg_catalog.pg_attrdef USING btree (adrelid, adnum)"
pg_catalog,pg_attrdef,pg_attrdef_oid_index,,CREATE UNIQUE INDEX pg_attrdef_oid_index ON pg_catalog.pg_attrdef USING btree (oid)
pg_catalog,pg_attribute,pg_attribute_relid_attnam_index,,"CREATE UNIQUE INDEX pg_attribute_relid_attnam_index ON pg_catalog.pg_attribute USING btree (attrelid, attname)"
pg_catalog,pg_attribute,pg_attribute_relid_attnum_index,,"CREATE UNIQUE INDEX pg_attribute_relid_attnum_index ON pg_catalog.pg_attribute USING btree (attrelid, attnum)"
pg_catalog,pg_authid,pg_authid_rolname_index,pg_global,CREATE UNIQUE INDEX pg_authid_rolname_index ON pg_catalog.pg_authid USING btree (rolname)
pg_catalog,pg_authid,pg_authid_oid_index,pg_global,CREATE UNIQUE INDEX pg_authid_oid_index ON pg_catalog.pg_authid USING btree (oid)
pg_catalog,pg_auth_members,pg_auth_members_role_member_index,pg_global,"CREATE UNIQUE INDEX pg_auth_members_role_member_index ON pg_catalog.pg_auth_members USING btree (roleid, member)"
pg_catalog,pg_auth_members,pg_auth_members_member_role_index,pg_global,"CREATE UNIQUE INDEX pg_auth_members_member_role_index ON pg_catalog.pg_auth_members USING btree (member, roleid)"
pg_catalog,pg_cast,pg_cast_oid_index,,CREATE UNIQUE INDEX pg_cast_oid_index ON pg_catalog.pg_cast USING btree (oid)
pg_catalog,pg_cast,pg_cast_source_target_index,,"CREATE UNIQUE INDEX pg_cast_source_target_index ON pg_catalog.pg_cast USING btree (castsource, casttarget)"
pg_catalog,pg_class,pg_class_oid_index,,CREATE UNIQUE INDEX pg_class_oid_index ON pg_catalog.pg_class USING btree (oid)
pg_catalog,pg_class,pg_class_relname_nsp_index,,"CREATE UNIQUE INDEX pg_class_relname_nsp_index ON pg_catalog.pg_class USING btree (relname, relnamespace)"
pg_catalog,pg_class,pg_class_tblspc_relfilenode_index,,"CREATE INDEX pg_class_tblspc_relfilenode_index ON pg_catalog.pg_class USING btree (reltablespace, relfilenode)"
pg_catalog,pg_collation,pg_collation_name_enc_nsp_index,,"CREATE UNIQUE INDEX pg_collation_name_enc_nsp_index ON pg_catalog.pg_collation USING btree (collname, collencoding, collnamespace)"
pg_catalog,pg_collation,pg_collation_oid_index,,CREATE UNIQUE INDEX pg_collation_oid_index ON pg_catalog.pg_collation USING btree (oid)
pg_catalog,pg_constraint,pg_constraint_conname_nsp_index,,"CREATE INDEX pg_constraint_conname_nsp_index ON pg_catalog.pg_constraint USING btree (conname, connamespace)"
pg_catalog,pg_constraint,pg_constraint_conrelid_contypid_conname_index,,"CREATE UNIQUE INDEX pg_constraint_conrelid_contypid_conname_index ON pg_catalog.pg_constraint USING btree (conrelid, contypid, conname)"
pg_catalog,pg_constraint,pg_constraint_contypid_index,,CREATE INDEX pg_constraint_contypid_index ON pg_catalog.pg_constraint USING btree (contypid)
pg_catalog,pg_constraint,pg_constraint_oid_index,,CREATE UNIQUE INDEX pg_constraint_oid_index ON pg_catalog.pg_constraint USING btree (oid)
pg_catalog,pg_constraint,pg_constraint_conparentid_index,,CREATE INDEX pg_constraint_conparentid_index ON pg_catalog.pg_constraint USING btree (conparentid)
pg_catalog,pg_conversion,pg_conversion_default_index,,"CREATE UNIQUE INDEX pg_conversion_default_index ON pg_catalog.pg_conversion USING btree (connamespace, conforencoding, contoencoding, oid)"
pg_catalog,pg_conversion,pg_conversion_name_nsp_index,,"CREATE UNIQUE INDEX pg_conversion_name_nsp_index ON pg_catalog.pg_conversion USING btree (conname, connamespace)"
pg_catalog,pg_conversion,pg_conversion_oid_index,,CREATE UNIQUE INDEX pg_conversion_oid_index ON pg_catalog.pg_conversion USING btree (oid)
pg_catalog,pg_database,pg_database_datname_index,pg_global,CREATE UNIQUE INDEX pg_database_datname_index ON pg_catalog.pg_database USING btree (datname)
pg_catalog,pg_database,pg_database_oid_index,pg_global,CREATE UNIQUE INDEX pg_database_oid_index ON pg_catalog.pg_database USING btree (oid)
pg_catalog,pg_depend,pg_depend_depender_index,,"CREATE INDEX pg_depend_depender_index ON pg_catalog.pg_depend USING btree (classid, objid, objsubid)"
pg_catalog,pg_depend,pg_depend_reference_index,,"CREATE INDEX pg_depend_reference_index ON pg_catalog.pg_depend USING btree (refclassid, refobjid, refobjsubid)"
pg_catalog,pg_description,pg_description_o_c_o_index,,"CREATE UNIQUE INDEX pg_description_o_c_o_index ON pg_catalog.pg_description USING btree (objoid, classoid, objsubid)"
pg_catalog,pg_shdescription,pg_shdescription_o_c_index,pg_global,"CREATE UNIQUE INDEX pg_shdescription_o_c_index ON pg_catalog.pg_shdescription USING btree (objoid, classoid)"
pg_catalog,pg_enum,pg_enum_oid_index,,CREATE UNIQUE INDEX pg_enum_oid_index ON pg_catalog.pg_enum USING btree (oid)
pg_catalog,pg_enum,pg_enum_typid_label_index,,"CREATE UNIQUE INDEX pg_enum_typid_label_index ON pg_catalog.pg_enum USING btree (enumtypid, enumlabel)"
pg_catalog,pg_enum,pg_enum_typid_sortorder_index,,"CREATE UNIQUE INDEX pg_enum_typid_sortorder_index ON pg_catalog.pg_enum USING btree (enumtypid, enumsortorder)"
pg_catalog,pg_index,pg_index_indrelid_index,,CREATE INDEX pg_index_indrelid_index ON pg_catalog.pg_index USING btree (indrelid)
pg_catalog,pg_index,pg_index_indexrelid_index,,CREATE UNIQUE INDEX pg_index_indexrelid_index ON pg_catalog.pg_index USING btree (indexrelid)
pg_catalog,pg_inherits,pg_inherits_relid_seqno_index,,"CREATE UNIQUE INDEX pg_inherits_relid_seqno_index ON pg_catalog.pg_inherits USING btree (inhrelid, inhseqno)"
pg_catalog,pg_inherits,pg_inherits_parent_index,,CREATE INDEX pg_inherits_parent_index ON pg_catalog.pg_inherits USING btree (inhparent)
pg_catalog,pg_init_privs,pg_init_privs_o_c_o_index,,"CREATE UNIQUE INDEX pg_init_privs_o_c_o_index ON pg_catalog.pg_init_privs USING btree (objoid, classoid, objsubid)"
pg_catalog,pg_language,pg_language_name_index,,CREATE UNIQUE INDEX pg_language_name_index ON pg_catalog.pg_language USING btree (lanname)
pg_catalog,pg_language,pg_language_oid_index,,CREATE UNIQUE INDEX pg_language_oid_index ON pg_catalog.pg_language USING btree (oid)
pg_catalog,pg_largeobject,pg_largeobject_loid_pn_index,,"CREATE UNIQUE INDEX pg_largeobject_loid_pn_index ON pg_catalog.pg_largeobject USING btree (loid, pageno)"
pg_catalog,pg_largeobject_metadata,pg_largeobject_metadata_oid_index,,CREATE UNIQUE INDEX pg_largeobject_metadata_oid_index ON pg_catalog.pg_largeobject_metadata USING btree (oid)
pg_catalog,pg_namespace,pg_namespace_nspname_index,,CREATE UNIQUE INDEX pg_namespace_nspname_index ON pg_catalog.pg_namespace USING btree (nspname)
pg_catalog,pg_namespace,pg_namespace_oid_index,,CREATE UNIQUE INDEX pg_namespace_oid_index ON pg_catalog.pg_namespace USING btree (oid)
pg_catalog,pg_opclass,pg_opclass_am_name_nsp_index,,"CREATE UNIQUE INDEX pg_opclass_am_name_nsp_index ON pg_catalog.pg_opclass USING btree (opcmethod, opcname, opcnamespace)"
pg_catalog,pg_opclass,pg_opclass_oid_index,,CREATE UNIQUE INDEX pg_opclass_oid_index ON pg_catalog.pg_opclass USING btree (oid)
pg_catalog,pg_operator,pg_operator_oid_index,,CREATE UNIQUE INDEX pg_operator_oid_index ON pg_catalog.pg_operator USING btree (oid)
pg_catalog,pg_operator,pg_operator_oprname_l_r_n_index,,"CREATE UNIQUE INDEX pg_operator_oprname_l_r_n_index ON pg_catalog.pg_operator USING btree (oprname, oprleft, oprright, oprnamespace)"
