2603,pg_catalog,pg_amproc,4,1190,7,2606,,,,
2611,pg_catalog,pg_inherits,0,0,2,666,,,,
13158,information_schema,sql_implementation_info,1,0,,,0,0,0,0
4177,pg_toast,pg_toast_1262,0,0,0,0,,,,
13183,information_schema,sql_sizing_profiles,0,0,,,0,0,0,0
3439,pg_toast,pg_toast_3381,0,0,0,0,,,,
24994,public,api_document,1,1,3,0,0,0,0,0
2846,pg_toast,pg_toast_2396,0,0,0,0,,,,
24849,pg_toast,pg_toast_24845,0,0,0,0,,,,
13170,pg_toast,pg_toast_13168,0,0,0,0,,,,
25005,public,api_nature,1,0,0,0,,,,
4185,pg_toast,pg_toast_1213,0,0,0,0,,,,
2619,pg_catalog,pg_statistic,21,4681,5,12527,3,219,2,403
2618,pg_catalog,pg_rewrite,13,975,4,1003,57,634,4,1136
13153,information_schema,sql_features,8,0,,,0,0,0,0
2609,pg_catalog,pg_description,41,455,5,1259,0,0,0,0
13165,pg_toast,pg_toast_13163,0,0,0,0,,,,
2613,pg_catalog,pg_largeobject,0,0,1,0,,,,
25070,pg_toast,pg_toast_24892,0,0,0,0,,,,
25076,public,django_session,1,0,0,0,0,0,0,0
2600,pg_catalog,pg_aggregate,3,18,2,26,0,0,0,0
24892,public,auth_user,1,0,0,0,0,0,0,0
3350,pg_catalog,pg_partitioned_table,0,0,1,476,0,0,0,0
3256,pg_catalog,pg_policy,0,0,2,118,0,0,0,0
1255,pg_catalog,pg_proc,80,15370,39,26204,0,0,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,,,,
24910,public,auth_user_user_permissions,0,0,0,0,,,,
2834,pg_toast,pg_toast_2609,0,0,0,0,,,,
24856,public,django_content_type,1,0,0,0,,,,
24845,public,django_migrations,1,0,0,0,0,0,0,0
2615,pg_catalog,pg_namespace,2,22654,4,6401,0,0,0,0
13163,information_schema,sql_languages,1,0,,,0,0,0,0
25029,public,api_pays_documents,1,1,4,0,,,,
24866,public,auth_permission,1,0,0,0,,,,
3601,pg_catalog,pg_ts_parser,1,1,2,2,,,,
3600,pg_catalog,pg_ts_dict,1,1,2,2,0,0,0,0
4173,pg_toast,pg_toast_1418,0,0,0,0,,,,
1262,pg_catalog,pg_database,0,90282,4,1790,0,0,0,0
2620,pg_catalog,pg_trigger,2,475,5,167,0,0,0,0
2602,pg_catalog,pg_amop,7,6936,12,9648,,,,
4143,pg_toast,pg_toast_826,0,0,0,0,,,,
4167,pg_toast,pg_toast_3256,0,0,0,0,,,,
2832,pg_toast,pg_toast_2606,0,0,0,0,,,,
2836,pg_toast,pg_toast_1255,0,0,0,0,,,,
3576,pg_catalog,pg_transform,0,0,2,9,,,,
6102,pg_catalog,pg_subscription_rel,0,0,1,0,,,,
13168,information_schema,sql_packages,1,0,,,0,0,0,0
6100,pg_catalog,pg_subscription,0,0,2,8,0,0,0,0
4175,pg_toast,pg_toast_1260,0,0,0,0,,,,
4161,pg_toast,pg_toast_3456,0,0,0,0,,,,
2610,pg_catalog,pg_index,6,3976,4,4115,,,,
2604,pg_catalog,pg_attrdef,1,96,4,2258,0,0,0,0
2830,pg_toast,pg_toast_2604,0,0,0,0,,,,
2336,pg_toast,pg_toast_2620,0,0,0,0,,,,
13185,pg_toast,pg_toast_13183,0,0,0,0,,,,
2396,pg_catalog,pg_shdescription,1,82,1,9,0,0,0,0
3456,pg_catalog,pg_collation,22,352,5,110,0,0,0,0
2753,pg_catalog,pg_opfamily,2,2,2,2,,,,
3466,pg_catalog,pg_event_trigger,0,0,2,4,0,0,0,0
1261,pg_catalog,pg_auth_members,2,15,4,18,,,,
3592,pg_catalog,pg_shseclabel,0,0,1,32,0,0,0,0
3603,pg_catalog,pg_ts_config_map,3,0,1,0,,,,
4147,pg_toast,pg_toast_3079,0,0,0,0,,,,
3602,pg_catalog,pg_ts_config,1,3,4,4,,,,
24975,pg_toast,pg_toast_24970,0,0,0,0,,,,
13155,pg_toast,pg_toast_13153,0,0,0,0,,,,
4179,pg_toast,pg_toast_1136,0,0,0,0,,,,
3596,pg_catalog,pg_seclabel,0,0,1,17,0,0,0,0
4165,pg_toast,pg_toast_3350,0,0,0,0,,,,
1214,pg_catalog,pg_shdepend,1,17,2,8,,,,
3429,pg_catalog,pg_statistic_ext_data,0,0,1,0,0,0,0,0
1247,pg_catalog,pg_type,12,13188,9,25344,0,0,0,0
6000,pg_catalog,pg_replication_origin,0,0,2,0,0,0,0,0
2966,pg_toast,pg_toast_2964,0,0,0,0,,,,
2601,pg_catalog,pg_am,2,270,3,10,,,,
1213,pg_catalog,pg_tablespace,2,561,3,474,0,0,0,0
2224,pg_catalog,pg_sequence,1,30,2,70,,,,
4153,pg_toast,pg_toast_3118,0,0,0,0,,,,
4171,pg_toast,pg_toast_1247,0,0,0,0,,,,
13180,pg_toast,pg_toast_13178,0,0,0,0,,,,
24998,pg_toast,pg_toast_24994,0,0,0,0,,,,
1136,pg_catalog,pg_pltemplate,1,0,1,0,0,0,0,0
2964,pg_catalog,pg_db_role_setting,0,0,1,2794,0,0,0,0
3501,pg_catalog,pg_enum,0,0,3,182,,,,
24874,public,auth_group,0,0,0,0,,,,
2605,pg_catalog,pg_cast,3,1437,4,14051,,,,
3079,pg_catalog,pg_extension,1,9,2,14,0,0,0,0
6104,pg_catalog,pg_publication,0,0,2,36,,,,
2612,pg_catalog,pg_language,2,121,3,87,0,0,0,0
25013,public,api_region,1,0,0,0,,,,
3381,pg_catalog,pg_statistic_ext,0,0,3,2605,0,0,0,0
2617,pg_catalog,pg_operator,15,11601,10,8365,,,,
4181,pg_toast,pg_toast_6000,0,0,0,0,,,,
4149,pg_toast,pg_toast_2328,0,0,0,0,,,,
1260,pg_catalog,pg_authid,2,19402,4,19540,0,0,0,0
4151,pg_toast,pg_toast_1417,0,0,0,0,,,,
4060,pg_toast,pg_toast_3592,0,0,0,0,,,,
13178,information_schema,sql_sizing,1,0,,,0,0,0,0
2838,pg_toast,pg_toast_2618,57,634,2,568,,,,
3598,pg_toast,pg_toast_3596,0,0,0,0,,,,
4157,pg_toast,pg_toast_2612,0,0,0,0,,,,
24970,public,django_admin_log,1,0,0,0,0,0,0,0
4159,pg_toast,pg_toast_2600,0,0,0,0,,,,
13173,information_schema,sql_parts,1,0,,,0,0,0,0
13175,pg_toast,pg_toast_13173,0,0,0,0,,,,
25079,pg_toast,pg_toast_25076,0,0,0,0,,,,
