2966,pg_toast,pg_toast_2964,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3541,pg_catalog,pg_range,1,6,49,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3600,pg_catalog,pg_ts_dict,2,44,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13175,pg_toast,pg_toast_13173,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3764,pg_catalog,pg_ts_template,2,10,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1213,pg_catalog,pg_tablespace,288,557,246,238,0,0,0,0,0,0,0,,,,,0,0,0,0
1259,pg_catalog,pg_class,486,194812,9329,8630,0,0,0,0,0,0,0,,,,,0,0,0,0
13183,information_schema,sql_sizing_profiles,1,0,,,0,0,0,0,0,0,0,,,,,0,0,0,0
2617,pg_catalog,pg_operator,11,8470,3545,13295,0,0,0,0,0,0,0,,,,,0,0,0,0
2603,pg_catalog,pg_amproc,5,457,1067,1961,0,0,0,0,0,0,0,,,,,0,0,0,0
13153,information_schema,sql_features,1,716,,,0,0,0,0,0,0,0,,,,,0,0,0,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2609,pg_catalog,pg_description,10,46390,630,20,0,0,0,0,0,0,0,,,,,0,0,0,0
13165,pg_toast,pg_toast_13163,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13160,pg_toast,pg_toast_13158,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2611,pg_catalog,pg_inherits,2,0,249,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1418,pg_catalog,pg_user_mapping,6,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
25079,pg_toast,pg_toast_25076,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
6106,pg_catalog,pg_publication_rel,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
6000,pg_catalog,pg_replication_origin,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
24994,public,api_document,2,12,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2619,pg_catalog,pg_statistic,1,440,5648,4231,0,0,0,0,0,0,0,,,,,0,0,0,0
24866,public,auth_permission,1,40,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2995,pg_catalog,pg_largeobject_metadata,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4177,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
24884,public,auth_group_permissions,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13185,pg_toast,pg_toast_13183,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13163,information_schema,sql_languages,1,4,,,0,0,0,0,0,0,0,,,,,0,0,0,0
13178,information_schema,sql_sizing,1,23,,,0,0,0,0,0,0,0,,,,,0,0,0,0
6102,pg_catalog,pg_subscription_rel,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4169,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2618,pg_catalog,pg_rewrite,13,1513,853,649,0,0,0,0,0,0,0,,,,,0,0,0,0
4060,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
